Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],event_data_in_channel_halt,m_axis_status_tvalid,event_tlast_missing,m_axis_status_tready,event_frame_started,event_tlast_unexpected,event_status_channel_halt,event_data_out_channel_halt,fw[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED
3100,3100,0,118,89,0,0,0,0,0,0,0,0,120258560
3101,3101,0,118,89,0,0,0,0,0,0,0,0,120258560
3102,3102,0,118,89,0,0,0,0,0,0,0,0,120258560
3103,3103,0,118,89,0,0,0,0,0,0,0,0,120258560
3104,3104,0,118,89,0,0,0,0,0,0,0,0,120258560
3105,3105,0,118,89,0,0,0,0,0,0,0,0,120258560
3106,3106,0,118,89,0,0,0,0,0,0,0,0,120258560
3107,3107,0,118,89,0,0,0,0,0,0,0,0,120258560
3108,3108,0,118,89,0,0,0,0,0,0,0,0,120258560
3109,3109,0,118,89,0,0,0,0,0,0,0,0,120258560
3110,3110,0,118,89,0,0,0,0,0,0,0,0,120258560
3111,3111,0,118,88,0,0,0,0,0,0,0,0,120258560
3112,3112,0,118,88,0,0,0,0,0,0,0,0,120258560
3113,3113,0,118,88,0,0,0,0,0,0,0,0,120258560
3114,3114,0,118,88,0,0,0,0,0,0,0,0,120258560
3115,3115,0,118,88,0,0,0,0,0,0,0,0,120258560
3116,3116,0,118,88,0,0,0,0,0,0,0,0,120258560
3117,3117,0,118,88,0,0,0,0,0,0,0,0,120258560
3118,3118,0,118,88,0,0,0,0,0,0,0,0,120258560
3119,3119,0,118,88,0,0,0,0,0,0,0,0,120258560
3120,3120,0,118,88,0,0,0,0,0,0,0,0,120258560
3121,3121,0,118,88,0,0,0,0,0,0,0,0,120258560
3122,3122,0,118,88,0,0,0,0,0,0,0,0,120258560
3123,3123,0,118,88,0,0,0,0,0,0,0,0,120258560
3124,3124,0,118,88,0,0,0,0,0,0,0,0,120258560
3125,3125,0,118,88,0,0,0,0,0,0,0,0,120258560
3126,3126,0,118,88,0,0,0,0,0,0,0,0,120258560
3127,3127,0,118,88,0,0,0,0,0,0,0,0,120258560
3128,3128,0,118,88,0,0,0,0,0,0,0,0,120258560
3129,3129,0,118,88,0,0,0,0,0,0,0,0,120258560
3130,3130,0,118,88,0,0,0,0,0,0,0,0,120258560
3131,3131,0,118,89,0,0,0,0,0,0,0,0,120258560
3132,3132,0,158,89,0,0,0,0,0,0,0,0,120258560
3133,3133,0,158,89,0,0,0,0,0,0,0,0,120258560
3134,3134,0,158,89,0,0,0,0,0,0,0,0,120258560
3135,3135,0,158,89,0,0,0,0,0,0,0,0,120258560
3136,3136,0,158,89,0,0,0,0,0,0,0,0,120258560
3137,3137,0,158,89,0,0,0,0,0,0,0,0,120258560
3138,3138,0,158,89,0,0,0,0,0,0,0,0,120258560
3139,3139,0,158,89,0,0,0,0,0,0,0,0,120258560
3140,3140,0,158,89,0,0,0,0,0,0,0,0,120258560
3141,3141,0,158,89,0,0,0,0,0,0,0,0,120258560
3142,3142,0,158,89,0,0,0,0,0,0,0,0,120258560
3143,3143,0,158,89,0,0,0,0,0,0,0,0,120258560
3144,3144,0,158,89,0,0,0,0,0,0,0,0,120258560
3145,3145,0,158,89,0,0,0,0,0,0,0,0,120258560
3146,3146,0,158,89,0,0,0,0,0,0,0,0,120258560
3147,3147,0,158,89,0,0,0,0,0,0,0,0,120258560
3148,3148,0,158,89,0,0,0,0,0,0,0,0,120258560
3149,3149,0,158,89,0,0,0,0,0,0,0,0,120258560
3150,3150,0,158,89,0,0,0,0,0,0,0,0,120258560
3151,3151,0,158,91,0,0,0,0,0,0,0,0,120258560
3152,3152,0,158,91,0,0,0,0,0,0,0,0,120258560
3153,3153,0,158,91,0,0,0,0,0,0,0,0,120258560
3154,3154,0,158,91,0,0,0,0,0,0,0,0,120258560
3155,3155,0,158,91,0,0,0,0,0,0,0,0,120258560
3156,3156,0,158,91,0,0,0,0,0,0,0,0,120258560
3157,3157,0,158,91,0,0,0,0,0,0,0,0,120258560
3158,3158,0,158,91,0,0,0,0,0,0,0,0,120258560
3159,3159,0,158,91,0,0,0,0,0,0,0,0,120258560
3160,3160,0,158,91,0,0,0,0,0,0,0,0,120258560
3161,3161,0,158,91,0,0,0,0,0,0,0,0,120258560
3162,3162,0,158,91,0,0,0,0,0,0,0,0,120258560
3163,3163,0,158,91,0,0,0,0,0,0,0,0,120258560
3164,3164,0,158,91,0,0,0,0,0,0,0,0,120258560
3165,3165,0,158,91,0,0,0,0,0,0,0,0,120258560
3166,3166,0,158,91,0,0,0,0,0,0,0,0,120258560
3167,3167,0,158,91,0,0,0,0,0,0,0,0,120258560
3168,3168,0,158,91,0,0,0,0,0,0,0,0,120258560
3169,3169,0,158,91,0,0,0,0,0,0,0,0,120258560
3170,3170,0,158,91,0,0,0,0,0,0,0,0,120258560
3171,3171,0,158,94,0,0,0,0,0,0,0,0,120258560
3172,3172,0,158,94,0,0,0,0,0,0,0,0,120258560
3173,3173,0,158,94,0,0,0,0,0,0,0,0,120258560
3174,3174,0,158,94,0,0,0,0,0,0,0,0,120258560
3175,3175,0,158,94,0,0,0,0,0,0,0,0,120258560
3176,3176,0,158,94,0,0,0,0,0,0,0,0,120258560
3177,3177,0,158,94,0,0,0,0,0,0,0,0,120258560
3178,3178,0,158,94,0,0,0,0,0,0,0,0,120258560
3179,3179,0,158,94,0,0,0,0,0,0,0,0,120258560
3180,3180,0,158,94,0,0,0,0,0,0,0,0,120258560
3181,3181,0,158,94,0,0,0,0,0,0,0,0,120258560
3182,3182,0,158,94,0,0,0,0,0,0,0,0,120258560
3183,3183,0,158,94,0,0,0,0,0,0,0,0,120258560
3184,3184,0,158,94,0,0,0,0,0,0,0,0,120258560
3185,3185,0,158,94,0,0,0,0,0,0,0,0,120258560
3186,3186,0,158,94,0,0,0,0,0,0,0,0,120258560
3187,3187,0,158,94,0,0,0,0,0,0,0,0,120258560
3188,3188,0,158,94,0,0,0,0,0,0,0,0,120258560
3189,3189,0,158,94,0,0,0,0,0,0,0,0,120258560
3190,3190,0,158,94,0,0,0,0,0,0,0,0,120258560
3191,3191,0,158,98,0,0,0,0,0,0,0,0,120258560
3192,3192,0,158,98,0,0,0,0,0,0,0,0,120258560
3193,3193,0,158,98,0,0,0,0,0,0,0,0,120258560
3194,3194,0,158,98,0,0,0,0,0,0,0,0,120258560
3195,3195,0,158,98,0,0,0,0,0,0,0,0,120258560
3196,3196,0,158,98,0,0,0,0,0,0,0,0,120258560
3197,3197,0,158,98,0,0,0,0,0,0,0,0,120258560
3198,3198,0,158,98,0,0,0,0,0,0,0,0,120258560
3199,3199,0,158,98,0,0,0,0,0,0,0,0,120258560
3200,3200,0,158,98,0,0,0,0,0,0,0,0,120258560
3201,3201,0,158,98,0,0,0,0,0,0,0,0,120258560
3202,3202,0,158,98,0,0,0,0,0,0,0,0,120258560
3203,3203,0,158,98,0,0,0,0,0,0,0,0,120258560
3204,3204,0,158,98,0,0,0,0,0,0,0,0,120258560
3205,3205,0,158,98,0,0,0,0,0,0,0,0,120258560
3206,3206,0,158,98,0,0,0,0,0,0,0,0,120258560
3207,3207,0,158,98,0,0,0,0,0,0,0,0,120258560
3208,3208,0,158,98,0,0,0,0,0,0,0,0,120258560
3209,3209,0,158,98,0,0,0,0,0,0,0,0,120258560
3210,3210,0,158,98,0,0,0,0,0,0,0,0,120258560
3211,3211,0,158,103,0,0,0,0,0,0,0,0,120258560
3212,3212,0,158,103,0,0,0,0,0,0,0,0,120258560
3213,3213,0,158,103,0,0,0,0,0,0,0,0,120258560
3214,3214,0,158,103,0,0,0,0,0,0,0,0,120258560
3215,3215,0,158,103,0,0,0,0,0,0,0,0,120258560
3216,3216,0,158,103,0,0,0,0,0,0,0,0,120258560
3217,3217,0,158,103,0,0,0,0,0,0,0,0,120258560
3218,3218,0,158,103,0,0,0,0,0,0,0,0,120258560
3219,3219,0,158,103,0,0,0,0,0,0,0,0,120258560
3220,3220,0,158,103,0,0,0,0,0,0,0,0,120258560
3221,3221,0,158,103,0,0,0,0,0,0,0,0,120258560
3222,3222,0,158,103,0,0,0,0,0,0,0,0,120258560
3223,3223,0,158,103,0,0,0,0,0,0,0,0,120258560
3224,3224,0,158,103,0,0,0,0,0,0,0,0,120258560
3225,3225,0,158,103,0,0,0,0,0,0,0,0,120258560
3226,3226,0,158,103,0,0,0,0,0,0,0,0,120258560
3227,3227,0,158,103,0,0,0,0,0,0,0,0,120258560
3228,3228,0,158,103,0,0,0,0,0,0,0,0,120258560
3229,3229,0,158,103,0,0,0,0,0,0,0,0,120258560
3230,3230,0,158,103,0,0,0,0,0,0,0,0,120258560
3231,3231,0,158,108,0,0,0,0,0,0,0,0,120258560
3232,3232,0,173,108,0,0,0,0,0,0,0,0,120258560
3233,3233,0,173,108,0,0,0,0,0,0,0,0,120258560
3234,3234,0,173,108,0,0,0,0,0,0,0,0,120258560
3235,3235,0,173,108,0,0,0,0,0,0,0,0,120258560
3236,3236,0,173,108,0,0,0,0,0,0,0,0,120258560
3237,3237,0,173,108,0,0,0,0,0,0,0,0,120258560
3238,3238,0,173,108,0,0,0,0,0,0,0,0,120258560
3239,3239,0,173,108,0,0,0,0,0,0,0,0,120258560
3240,3240,0,173,108,0,0,0,0,0,0,0,0,120258560
3241,3241,0,173,108,0,0,0,0,0,0,0,0,120258560
3242,3242,0,173,108,0,0,0,0,0,0,0,0,120258560
3243,3243,0,173,108,0,0,0,0,0,0,0,0,120258560
3244,3244,0,173,108,0,0,0,0,0,0,0,0,120258560
3245,3245,0,173,108,0,0,0,0,0,0,0,0,120258560
3246,3246,0,173,108,0,0,0,0,0,0,0,0,120258560
3247,3247,0,173,108,0,0,0,0,0,0,0,0,120258560
3248,3248,0,173,108,0,0,0,0,0,0,0,0,120258560
3249,3249,0,173,108,0,0,0,0,0,0,0,0,120258560
3250,3250,0,173,108,0,0,0,0,0,0,0,0,120258560
3251,3251,0,173,116,0,0,0,0,0,0,0,0,120258560
3252,3252,0,173,116,0,0,0,0,0,0,0,0,120258560
3253,3253,0,173,116,0,0,0,0,0,0,0,0,120258560
3254,3254,0,173,116,0,0,0,0,0,0,0,0,120258560
3255,3255,0,173,116,0,0,0,0,0,0,0,0,120258560
3256,3256,0,173,116,0,0,0,0,0,0,0,0,120258560
3257,3257,0,173,116,0,0,0,0,0,0,0,0,120258560
3258,3258,0,173,116,0,0,0,0,0,0,0,0,120258560
3259,3259,0,173,116,0,0,0,0,0,0,0,0,120258560
3260,3260,0,173,116,0,0,0,0,0,0,0,0,120258560
3261,3261,0,173,116,0,0,0,0,0,0,0,0,120258560
3262,3262,0,173,116,0,0,0,0,0,0,0,0,120258560
3263,3263,0,173,116,0,0,0,0,0,0,0,0,120258560
3264,3264,0,173,116,0,0,0,0,0,0,0,0,120258560
3265,3265,0,173,116,0,0,0,0,0,0,0,0,120258560
3266,3266,0,173,116,0,0,0,0,0,0,0,0,120258560
3267,3267,0,173,116,0,0,0,0,0,0,0,0,120258560
3268,3268,0,173,116,0,0,0,0,0,0,0,0,120258560
3269,3269,0,173,116,0,0,0,0,0,0,0,0,120258560
3270,3270,0,173,116,0,0,0,0,0,0,0,0,120258560
3271,3271,0,173,122,0,0,0,0,0,0,0,0,120258560
3272,3272,0,173,122,0,0,0,0,0,0,0,0,120258560
3273,3273,0,173,122,0,0,0,0,0,0,0,0,120258560
3274,3274,0,173,122,0,0,0,0,0,0,0,0,120258560
3275,3275,0,173,122,0,0,0,0,0,0,0,0,120258560
3276,3276,0,173,122,0,0,0,0,0,0,0,0,120258560
3277,3277,0,173,122,0,0,0,0,0,0,0,0,120258560
3278,3278,0,173,122,0,0,0,0,0,0,0,0,120258560
3279,3279,0,173,122,0,0,0,0,0,0,0,0,120258560
3280,3280,0,173,122,0,0,0,0,0,0,0,0,120258560
3281,3281,0,173,122,0,0,0,0,0,0,0,0,120258560
3282,3282,0,173,122,0,0,0,0,0,0,0,0,120258560
3283,3283,0,173,122,0,0,0,0,0,0,0,0,120258560
3284,3284,0,173,122,0,0,0,0,0,0,0,0,120258560
3285,3285,0,173,122,0,0,0,0,0,0,0,0,120258560
3286,3286,0,173,122,0,0,0,0,0,0,0,0,120258560
3287,3287,0,173,122,0,0,0,0,0,0,0,0,120258560
3288,3288,0,173,122,0,0,0,0,0,0,0,0,120258560
3289,3289,0,173,122,0,0,0,0,0,0,0,0,120258560
3290,3290,0,173,122,0,0,0,0,0,0,0,0,120258560
3291,3291,0,173,129,0,0,0,0,0,0,0,0,120258560
3292,3292,0,173,129,0,0,0,0,0,0,0,0,120258560
3293,3293,0,173,129,0,0,0,0,0,0,0,0,120258560
3294,3294,0,173,129,0,0,0,0,0,0,0,0,120258560
3295,3295,0,173,129,0,0,0,0,0,0,0,0,120258560
3296,3296,0,173,129,0,0,0,0,0,0,0,0,120258560
3297,3297,0,173,129,0,0,0,0,0,0,0,0,120258560
3298,3298,0,173,129,0,0,0,0,0,0,0,0,120258560
3299,3299,0,173,129,0,0,0,0,0,0,0,0,120258560
3300,3300,0,173,129,0,0,0,0,0,0,0,0,120258560
3301,3301,0,173,129,0,0,0,0,0,0,0,0,120258560
3302,3302,0,173,129,0,0,0,0,0,0,0,0,120258560
3303,3303,0,173,129,0,0,0,0,0,0,0,0,120258560
3304,3304,0,173,129,0,0,0,0,0,0,0,0,120258560
3305,3305,0,173,129,0,0,0,0,0,0,0,0,120258560
3306,3306,0,173,129,0,0,0,0,0,0,0,0,120258560
3307,3307,0,173,129,0,0,0,0,0,0,0,0,120258560
3308,3308,0,173,129,0,0,0,0,0,0,0,0,120258560
3309,3309,0,173,129,0,0,0,0,0,0,0,0,120258560
3310,3310,0,173,129,0,0,0,0,0,0,0,0,120258560
3311,3311,0,173,136,0,0,0,0,0,0,0,0,120258560
3312,3312,0,173,136,0,0,0,0,0,0,0,0,120258560
3313,3313,0,173,136,0,0,0,0,0,0,0,0,120258560
3314,3314,0,173,136,0,0,0,0,0,0,0,0,120258560
3315,3315,0,173,136,0,0,0,0,0,0,0,0,120258560
3316,3316,0,173,136,0,0,0,0,0,0,0,0,120258560
3317,3317,0,173,136,0,0,0,0,0,0,0,0,120258560
3318,3318,0,173,136,0,0,0,0,0,0,0,0,120258560
3319,3319,0,173,136,0,0,0,0,0,0,0,0,120258560
3320,3320,0,173,136,0,0,0,0,0,0,0,0,120258560
3321,3321,0,173,136,0,0,0,0,0,0,0,0,120258560
3322,3322,0,173,136,0,0,0,0,0,0,0,0,120258560
3323,3323,0,173,136,0,0,0,0,0,0,0,0,120258560
3324,3324,0,173,136,0,0,0,0,0,0,0,0,120258560
3325,3325,0,173,136,0,0,0,0,0,0,0,0,120258560
3326,3326,0,173,136,0,0,0,0,0,0,0,0,120258560
3327,3327,0,173,136,0,0,0,0,0,0,0,0,120258560
3328,3328,0,173,136,0,0,0,0,0,0,0,0,120258560
3329,3329,0,173,136,0,0,0,0,0,0,0,0,120258560
3330,3330,0,173,136,0,0,0,0,0,0,0,0,120258560
3331,3331,0,173,142,0,0,0,0,0,0,0,0,120258560
3332,3332,0,152,142,0,0,0,0,0,0,0,0,120258560
3333,3333,0,152,142,0,0,0,0,0,0,0,0,120258560
3334,3334,0,152,142,0,0,0,0,0,0,0,0,120258560
3335,3335,0,152,142,0,0,0,0,0,0,0,0,120258560
3336,3336,0,152,142,0,0,0,0,0,0,0,0,120258560
3337,3337,0,152,142,0,0,0,0,0,0,0,0,120258560
3338,3338,0,152,142,0,0,0,0,0,0,0,0,120258560
3339,3339,0,152,142,0,0,0,0,0,0,0,0,120258560
3340,3340,0,152,142,0,0,0,0,0,0,0,0,120258560
3341,3341,0,152,142,0,0,0,0,0,0,0,0,120258560
3342,3342,0,152,142,0,0,0,0,0,0,0,0,120258560
3343,3343,0,152,142,0,0,0,0,0,0,0,0,120258560
3344,3344,0,152,142,0,0,0,0,0,0,0,0,120258560
3345,3345,0,152,142,0,0,0,0,0,0,0,0,120258560
3346,3346,0,152,142,0,0,0,0,0,0,0,0,120258560
3347,3347,0,152,142,0,0,0,0,0,0,0,0,120258560
3348,3348,0,152,142,0,0,0,0,0,0,0,0,120258560
3349,3349,0,152,142,0,0,0,0,0,0,0,0,120258560
3350,3350,0,152,142,0,0,0,0,0,0,0,0,120258560
3351,3351,0,152,148,0,0,0,0,0,0,0,0,120258560
3352,3352,0,152,148,0,0,0,0,0,0,0,0,120258560
3353,3353,0,152,148,0,0,0,0,0,0,0,0,120258560
3354,3354,0,152,148,0,0,0,0,0,0,0,0,120258560
3355,3355,0,152,148,0,0,0,0,0,0,0,0,120258560
3356,3356,0,152,148,0,0,0,0,0,0,0,0,120258560
3357,3357,0,152,148,0,0,0,0,0,0,0,0,120258560
3358,3358,0,152,148,0,0,0,0,0,0,0,0,120258560
3359,3359,0,152,148,0,0,0,0,0,0,0,0,120258560
3360,3360,0,152,148,0,0,0,0,0,0,0,0,120258560
3361,3361,0,152,148,0,0,0,0,0,0,0,0,120258560
3362,3362,0,152,148,0,0,0,0,0,0,0,0,120258560
3363,3363,0,152,148,0,0,0,0,0,0,0,0,120258560
3364,3364,0,152,148,0,0,0,0,0,0,0,0,120258560
3365,3365,0,152,148,0,0,0,0,0,0,0,0,120258560
3366,3366,0,152,148,0,0,0,0,0,0,0,0,120258560
3367,3367,0,152,148,0,0,0,0,0,0,0,0,120258560
3368,3368,0,152,148,0,0,0,0,0,0,0,0,120258560
3369,3369,0,152,148,0,0,0,0,0,0,0,0,120258560
3370,3370,0,152,148,0,0,0,0,0,0,0,0,120258560
3371,3371,0,152,154,0,0,0,0,0,0,0,0,120258560
3372,3372,0,152,154,0,0,0,0,0,0,0,0,120258560
3373,3373,0,152,154,0,0,0,0,0,0,0,0,120258560
3374,3374,0,152,154,0,0,0,0,0,0,0,0,120258560
3375,3375,0,152,154,0,0,0,0,0,0,0,0,120258560
3376,3376,0,152,154,0,0,0,0,0,0,0,0,120258560
3377,3377,0,152,154,0,0,0,0,0,0,0,0,120258560
3378,3378,0,152,154,0,0,0,0,0,0,0,0,120258560
3379,3379,0,152,154,0,0,0,0,0,0,0,0,120258560
3380,3380,0,152,154,0,0,0,0,0,0,0,0,120258560
3381,3381,0,152,154,0,0,0,0,0,0,0,0,120258560
3382,3382,0,152,154,0,0,0,0,0,0,0,0,120258560
3383,3383,0,152,154,0,0,0,0,0,0,0,0,120258560
3384,3384,0,152,154,0,0,0,0,0,0,0,0,120258560
3385,3385,0,152,154,0,0,0,0,0,0,0,0,120258560
3386,3386,0,152,154,0,0,0,0,0,0,0,0,120258560
3387,3387,0,152,154,0,0,0,0,0,0,0,0,120258560
3388,3388,0,152,154,0,0,0,0,0,0,0,0,120258560
3389,3389,0,152,154,0,0,0,0,0,0,0,0,120258560
3390,3390,0,152,154,0,0,0,0,0,0,0,0,120258560
3391,3391,0,152,159,0,0,0,0,0,0,0,0,120258560
3392,3392,0,152,159,0,0,0,0,0,0,0,0,120258560
3393,3393,0,152,159,0,0,0,0,0,0,0,0,120258560
3394,3394,0,152,159,0,0,0,0,0,0,0,0,120258560
3395,3395,0,152,159,0,0,0,0,0,0,0,0,120258560
3396,3396,0,152,159,0,0,0,0,0,0,0,0,120258560
3397,3397,0,152,159,0,0,0,0,0,0,0,0,120258560
3398,3398,0,152,159,0,0,0,0,0,0,0,0,120258560
3399,3399,0,152,159,0,0,0,0,0,0,0,0,120258560
3400,3400,0,152,159,0,0,0,0,0,0,0,0,120258560
3401,3401,0,152,159,0,0,0,0,0,0,0,0,120258560
3402,3402,0,152,159,0,0,0,0,0,0,0,0,120258560
3403,3403,0,152,159,0,0,0,0,0,0,0,0,120258560
3404,3404,0,152,159,0,0,0,0,0,0,0,0,120258560
3405,3405,0,152,159,0,0,0,0,0,0,0,0,120258560
3406,3406,0,152,159,0,0,0,0,0,0,0,0,120258560
3407,3407,0,152,159,0,0,0,0,0,0,0,0,120258560
3408,3408,0,152,159,0,0,0,0,0,0,0,0,120258560
3409,3409,0,152,159,0,0,0,0,0,0,0,0,120258560
3410,3410,0,152,159,0,0,0,0,0,0,0,0,120258560
3411,3411,0,152,163,0,0,0,0,0,0,0,0,120258560
3412,3412,0,152,163,0,0,0,0,0,0,0,0,120258560
3413,3413,0,152,163,0,0,0,0,0,0,0,0,120258560
3414,3414,0,152,163,0,0,0,0,0,0,0,0,120258560
3415,3415,0,152,163,0,0,0,0,0,0,0,0,120258560
3416,3416,0,152,163,0,0,0,0,0,0,0,0,120258560
3417,3417,0,152,163,0,0,0,0,0,0,0,0,120258560
3418,3418,0,152,163,0,0,0,0,0,0,0,0,120258560
3419,3419,0,152,163,0,0,0,0,0,0,0,0,120258560
3420,3420,0,152,163,0,0,0,0,0,0,0,0,120258560
3421,3421,0,152,163,0,0,0,0,0,0,0,0,120258560
3422,3422,0,152,163,0,0,0,0,0,0,0,0,120258560
3423,3423,0,152,163,0,0,0,0,0,0,0,0,120258560
3424,3424,0,152,163,0,0,0,0,0,0,0,0,120258560
3425,3425,0,152,163,0,0,0,0,0,0,0,0,120258560
3426,3426,0,152,163,0,0,0,0,0,0,0,0,120258560
3427,3427,0,152,163,0,0,0,0,0,0,0,0,120258560
3428,3428,0,152,163,0,0,0,0,0,0,0,0,120258560
3429,3429,0,152,163,0,0,0,0,0,0,0,0,120258560
3430,3430,0,152,163,0,0,0,0,0,0,0,0,120258560
3431,3431,0,152,165,0,0,0,0,0,0,0,0,120258560
3432,3432,0,111,165,0,0,0,0,0,0,0,0,120258560
3433,3433,0,111,165,0,0,0,0,0,0,0,0,120258560
3434,3434,0,111,165,0,0,0,0,0,0,0,0,120258560
3435,3435,0,111,165,0,0,0,0,0,0,0,0,120258560
3436,3436,0,111,165,0,0,0,0,0,0,0,0,120258560
3437,3437,0,111,165,0,0,0,0,0,0,0,0,120258560
3438,3438,0,111,165,0,0,0,0,0,0,0,0,120258560
3439,3439,0,111,165,0,0,0,0,0,0,0,0,120258560
3440,3440,0,111,165,0,0,0,0,0,0,0,0,120258560
3441,3441,0,111,165,0,0,0,0,0,0,0,0,120258560
3442,3442,0,111,165,0,0,0,0,0,0,0,0,120258560
3443,3443,0,111,165,0,0,0,0,0,0,0,0,120258560
3444,3444,0,111,165,0,0,0,0,0,0,0,0,120258560
3445,3445,0,111,165,0,0,0,0,0,0,0,0,120258560
3446,3446,0,111,165,0,0,0,0,0,0,0,0,120258560
3447,3447,0,111,165,0,0,0,0,0,0,0,0,120258560
3448,3448,0,111,165,0,0,0,0,0,0,0,0,120258560
3449,3449,0,111,165,0,0,0,0,0,0,0,0,120258560
3450,3450,0,111,165,0,0,0,0,0,0,0,0,120258560
3451,3451,0,111,167,0,0,0,0,0,0,0,0,120258560
3452,3452,0,111,167,0,0,0,0,0,0,0,0,120258560
3453,3453,0,111,167,0,0,0,0,0,0,0,0,120258560
3454,3454,0,111,167,0,0,0,0,0,0,0,0,120258560
3455,3455,0,111,167,0,0,0,0,0,0,0,0,120258560
3456,3456,0,111,167,0,0,0,0,0,0,0,0,120258560
3457,3457,0,111,167,0,0,0,0,0,0,0,0,120258560
3458,3458,0,111,167,0,0,0,0,0,0,0,0,120258560
3459,3459,0,111,167,0,0,0,0,0,0,0,0,120258560
3460,3460,0,111,167,0,0,0,0,0,0,0,0,120258560
3461,3461,0,111,167,0,0,0,0,0,0,0,0,120258560
3462,3462,0,111,167,0,0,0,0,0,0,0,0,120258560
3463,3463,0,111,167,0,0,0,0,0,0,0,0,120258560
3464,3464,0,111,167,0,0,0,0,0,0,0,0,120258560
3465,3465,0,111,167,0,0,0,0,0,0,0,0,120258560
3466,3466,0,111,167,0,0,0,0,0,0,0,0,120258560
3467,3467,0,111,167,0,0,0,0,0,0,0,0,120258560
3468,3468,0,111,167,0,0,0,0,0,0,0,0,120258560
3469,3469,0,111,167,0,0,0,0,0,0,0,0,120258560
3470,3470,0,111,167,0,0,0,0,0,0,0,0,120258560
3471,3471,0,111,167,0,0,0,0,0,0,0,0,120258560
3472,3472,0,111,167,0,0,0,0,0,0,0,0,120258560
3473,3473,0,111,167,0,0,0,0,0,0,0,0,120258560
3474,3474,0,111,167,0,0,0,0,0,0,0,0,120258560
3475,3475,0,111,167,0,0,0,0,0,0,0,0,120258560
3476,3476,0,111,167,0,0,0,0,0,0,0,0,120258560
3477,3477,0,111,167,0,0,0,0,0,0,0,0,120258560
3478,3478,0,111,167,0,0,0,0,0,0,0,0,120258560
3479,3479,0,111,167,0,0,0,0,0,0,0,0,120258560
3480,3480,0,111,167,0,0,0,0,0,0,0,0,120258560
3481,3481,0,111,167,0,0,0,0,0,0,0,0,120258560
3482,3482,0,111,167,0,0,0,0,0,0,0,0,120258560
3483,3483,0,111,167,0,0,0,0,0,0,0,0,120258560
3484,3484,0,111,167,0,0,0,0,0,0,0,0,120258560
3485,3485,0,111,167,0,0,0,0,0,0,0,0,120258560
3486,3486,0,111,167,0,0,0,0,0,0,0,0,120258560
3487,3487,0,111,167,0,0,0,0,0,0,0,0,120258560
3488,3488,0,111,167,0,0,0,0,0,0,0,0,120258560
3489,3489,0,111,167,0,0,0,0,0,0,0,0,120258560
3490,3490,0,111,167,0,0,0,0,0,0,0,0,120258560
3491,3491,0,111,166,0,0,0,0,0,0,0,0,120258560
3492,3492,0,111,166,0,0,0,0,0,0,0,0,120258560
3493,3493,0,111,166,0,0,0,0,0,0,0,0,120258560
3494,3494,0,111,166,0,0,0,0,0,0,0,0,120258560
3495,3495,0,111,166,0,0,0,0,0,0,0,0,120258560
3496,3496,0,111,166,0,0,0,0,0,0,0,0,120258560
3497,3497,0,111,166,0,0,0,0,0,0,0,0,120258560
3498,3498,0,111,166,0,0,0,0,0,0,0,0,120258560
3499,3499,0,111,166,0,0,0,0,0,0,0,0,120258560
3500,3500,0,111,166,0,0,0,0,0,0,0,0,120258560
3501,3501,0,111,166,0,0,0,0,0,0,0,0,120258560
3502,3502,0,111,166,0,0,0,0,0,0,0,0,120258560
3503,3503,0,111,166,0,0,0,0,0,0,0,0,120258560
3504,3504,0,111,166,0,0,0,0,0,0,0,0,120258560
3505,3505,0,111,166,0,0,0,0,0,0,0,0,120258560
3506,3506,0,111,166,0,0,0,0,0,0,0,0,120258560
3507,3507,0,111,166,0,0,0,0,0,0,0,0,120258560
3508,3508,0,111,166,0,0,0,0,0,0,0,0,120258560
3509,3509,0,111,166,0,0,0,0,0,0,0,0,120258560
3510,3510,0,111,166,0,0,0,0,0,0,0,0,120258560
3511,3511,0,111,164,0,0,0,0,0,0,0,0,120258560
3512,3512,0,111,164,0,0,0,0,0,0,0,0,120258560
3513,3513,0,111,164,0,0,0,0,0,0,0,0,120258560
3514,3514,0,111,164,0,0,0,0,0,0,0,0,120258560
3515,3515,0,111,164,0,0,0,0,0,0,0,0,120258560
3516,3516,0,111,164,0,0,0,0,0,0,0,0,120258560
3517,3517,0,111,164,0,0,0,0,0,0,0,0,120258560
3518,3518,0,111,164,0,0,0,0,0,0,0,0,120258560
3519,3519,0,111,164,0,0,0,0,0,0,0,0,120258560
3520,3520,0,111,164,0,0,0,0,0,0,0,0,120258560
3521,3521,0,111,164,0,0,0,0,0,0,0,0,120258560
3522,3522,0,111,164,0,0,0,0,0,0,0,0,120258560
3523,3523,0,111,164,0,0,0,0,0,0,0,0,120258560
3524,3524,0,111,164,0,0,0,0,0,0,0,0,120258560
3525,3525,0,111,164,0,0,0,0,0,0,0,0,120258560
3526,3526,0,111,164,0,0,0,0,0,0,0,0,120258560
3527,3527,0,111,164,0,0,0,0,0,0,0,0,120258560
3528,3528,0,111,164,0,0,0,0,0,0,0,0,120258560
3529,3529,0,111,164,0,0,0,0,0,0,0,0,120258560
