Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],amp_d[8:0],amp_d_signed[7:0],mult_full__0[15:0],user_probe_0[8:0],amp_d_signed_avg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,UNSIGNED
2289,2289,0,135,128,27,27,f6ee,-18,27
2290,2290,0,135,128,27,27,f6ee,-18,27
2291,2291,0,135,128,27,27,f6ee,-18,27
2292,2292,0,135,128,27,27,f6ee,-18,27
2293,2293,0,135,128,27,27,f6ee,-18,27
2294,2294,0,135,128,27,27,f6ee,-18,27
2295,2295,0,135,128,27,27,f6ee,-18,27
2296,2296,0,135,128,27,27,f6ee,-18,27
2297,2297,0,135,128,27,27,f6ee,-18,27
2298,2298,0,135,128,27,27,f6ee,-18,27
2299,2299,0,135,128,27,27,f6ee,-18,27
2300,2300,0,135,128,27,27,f6ee,-18,27
2301,2301,0,135,128,27,27,f6ee,-18,27
2302,2302,0,135,128,27,27,f6ee,-18,27
2303,2303,0,135,128,27,27,f6ee,-18,27
2304,2304,0,135,128,27,27,f6ee,-18,27
2305,2305,0,135,128,27,27,f6ee,-18,27
2306,2306,0,135,128,27,27,f6ee,-18,27
2307,2307,0,135,128,27,27,f682,-126,27
2308,2308,0,135,128,27,27,f682,-126,27
2309,2309,0,135,128,27,27,f682,-126,27
2310,2310,0,135,128,27,27,f682,-126,27
2311,2311,0,135,128,27,27,f682,-126,27
2312,2312,0,135,128,27,27,f682,-126,27
2313,2313,0,135,128,27,27,f682,-126,27
2314,2314,0,135,128,27,27,f682,-126,27
2315,2315,0,135,128,27,27,f682,-126,27
2316,2316,0,135,128,27,27,f682,-126,27
2317,2317,0,135,128,27,27,f682,-126,27
2318,2318,0,135,128,27,27,f682,-126,27
2319,2319,0,135,128,27,27,f682,-126,27
2320,2320,0,135,128,27,27,f682,-126,27
2321,2321,0,135,128,27,27,f682,-126,27
2322,2322,0,135,128,27,27,f682,-126,27
2323,2323,0,135,128,27,27,f682,-126,27
2324,2324,0,135,128,27,27,f682,-126,27
2325,2325,0,135,128,27,27,f682,-126,27
2326,2326,0,135,128,27,27,f682,-126,27
2327,2327,0,135,128,27,27,f616,-234,27
2328,2328,0,141,128,27,27,f616,-234,27
2329,2329,0,141,128,27,27,f616,-234,27
2330,2330,0,141,128,27,27,f616,-234,27
2331,2331,0,141,128,27,27,f616,-234,27
2332,2332,0,141,128,27,27,f616,-234,27
2333,2333,0,141,128,27,27,f616,-234,27
2334,2334,0,141,128,27,27,f616,-234,27
2335,2335,0,141,128,27,27,f616,-234,27
2336,2336,0,141,128,27,27,f616,-234,27
2337,2337,0,141,128,27,27,f616,-234,27
2338,2338,0,141,128,27,27,f616,-234,27
2339,2339,0,141,128,27,27,f616,-234,27
2340,2340,0,141,128,27,27,f616,-234,27
2341,2341,0,141,128,27,27,f616,-234,27
2342,2342,0,141,128,27,27,f616,-234,27
2343,2343,0,141,128,27,27,f616,-234,27
2344,2344,0,141,128,27,27,f616,-234,27
2345,2345,0,141,128,27,27,f616,-234,27
2346,2346,0,141,128,27,27,f616,-234,27
2347,2347,0,141,128,27,27,f5aa,-86,27
2348,2348,0,141,128,27,27,f5aa,-86,27
2349,2349,0,141,128,27,27,f5aa,-86,27
2350,2350,0,141,128,27,27,f5aa,-86,27
2351,2351,0,141,128,27,27,f5aa,-86,27
2352,2352,0,141,128,27,27,f5aa,-86,27
2353,2353,0,141,128,27,27,f5aa,-86,27
2354,2354,0,141,128,27,27,f5aa,-86,27
2355,2355,0,141,128,27,27,f5aa,-86,27
2356,2356,0,141,128,27,27,f5aa,-86,27
2357,2357,0,141,128,27,27,f5aa,-86,27
2358,2358,0,141,128,27,27,f5aa,-86,27
2359,2359,0,141,128,27,27,f5aa,-86,27
2360,2360,0,141,128,27,27,f5aa,-86,27
2361,2361,0,141,128,27,27,f5aa,-86,27
2362,2362,0,141,128,27,27,f5aa,-86,27
2363,2363,0,141,128,27,27,f5aa,-86,27
2364,2364,0,141,128,27,27,f5aa,-86,27
2365,2365,0,141,128,27,27,f5aa,-86,27
2366,2366,0,141,128,27,27,f5aa,-86,27
2367,2367,0,141,128,27,27,f53e,-194,27
2368,2368,0,141,128,27,27,f53e,-194,27
2369,2369,0,141,128,27,27,f53e,-194,27
2370,2370,0,141,128,27,27,f53e,-194,27
2371,2371,0,141,128,27,27,f53e,-194,27
2372,2372,0,141,128,27,27,f53e,-194,27
2373,2373,0,141,128,27,27,f53e,-194,27
2374,2374,0,141,128,27,27,f53e,-194,27
2375,2375,0,141,128,27,27,f53e,-194,27
2376,2376,0,141,128,27,27,f53e,-194,27
2377,2377,0,141,128,27,27,f53e,-194,27
2378,2378,0,141,128,27,27,f53e,-194,27
2379,2379,0,141,128,27,27,f53e,-194,27
2380,2380,0,141,128,27,27,f53e,-194,27
2381,2381,0,141,128,27,27,f53e,-194,27
2382,2382,0,141,128,27,27,f53e,-194,27
2383,2383,0,141,128,27,27,f53e,-194,27
2384,2384,0,141,128,27,27,f53e,-194,27
2385,2385,0,141,128,27,27,f53e,-194,27
2386,2386,0,141,128,27,27,f53e,-194,27
2387,2387,0,141,128,27,27,f4d2,-46,27
2388,2388,0,141,128,27,27,f4d2,-46,27
2389,2389,0,141,128,27,27,f4d2,-46,27
2390,2390,0,141,128,27,27,f4d2,-46,27
2391,2391,0,141,128,27,27,f4d2,-46,27
2392,2392,0,141,128,27,27,f4d2,-46,27
2393,2393,0,141,128,27,27,f4d2,-46,27
2394,2394,0,141,128,27,27,f4d2,-46,27
2395,2395,0,141,128,27,27,f4d2,-46,27
2396,2396,0,141,128,27,27,f4d2,-46,27
2397,2397,0,141,128,27,27,f4d2,-46,27
2398,2398,0,141,128,27,27,f4d2,-46,27
2399,2399,0,141,128,27,27,f4d2,-46,27
2400,2400,0,141,128,27,27,f4d2,-46,27
2401,2401,0,141,128,27,27,f4d2,-46,27
2402,2402,0,141,128,27,27,f4d2,-46,27
2403,2403,0,141,128,27,27,f4d2,-46,27
2404,2404,0,141,128,27,27,f4d2,-46,27
2405,2405,0,141,128,27,27,f4d2,-46,27
2406,2406,0,141,128,27,27,f4d2,-46,27
2407,2407,0,141,128,27,27,f481,-127,27
2408,2408,0,141,128,27,27,f481,-127,27
2409,2409,0,141,128,27,27,f481,-127,27
2410,2410,0,141,128,27,27,f481,-127,27
2411,2411,0,141,128,27,27,f481,-127,27
2412,2412,0,141,128,27,27,f481,-127,27
2413,2413,0,141,128,27,27,f481,-127,27
2414,2414,0,141,128,27,27,f481,-127,27
2415,2415,0,141,128,27,27,f481,-127,27
2416,2416,0,141,128,27,27,f481,-127,27
2417,2417,0,141,128,27,27,f481,-127,27
2418,2418,0,141,128,27,27,f481,-127,27
2419,2419,0,141,128,27,27,f481,-127,27
2420,2420,0,141,128,27,27,f481,-127,27
2421,2421,0,141,128,27,27,f481,-127,27
2422,2422,0,141,128,27,27,f481,-127,27
2423,2423,0,141,128,27,27,f481,-127,27
2424,2424,0,141,128,27,27,f481,-127,27
2425,2425,0,141,128,27,27,f481,-127,27
2426,2426,0,141,128,27,27,f481,-127,27
2427,2427,0,141,128,27,27,f430,-208,27
2428,2428,0,147,128,27,27,f430,-208,27
2429,2429,0,147,128,27,27,f430,-208,27
2430,2430,0,147,128,27,27,f430,-208,27
2431,2431,0,147,128,27,27,f430,-208,27
2432,2432,0,147,128,27,27,f430,-208,27
2433,2433,0,147,128,27,27,f430,-208,27
2434,2434,0,147,128,27,27,f430,-208,27
2435,2435,0,147,128,27,27,f430,-208,27
2436,2436,0,147,128,27,27,f430,-208,27
2437,2437,0,147,128,27,27,f430,-208,27
2438,2438,0,147,128,27,27,f430,-208,27
2439,2439,0,147,128,27,27,f430,-208,27
2440,2440,0,147,128,27,27,f430,-208,27
2441,2441,0,147,128,27,27,f430,-208,27
2442,2442,0,147,128,27,27,f430,-208,27
2443,2443,0,147,128,27,27,f430,-208,27
2444,2444,0,147,128,27,27,f430,-208,27
2445,2445,0,147,128,27,27,f430,-208,27
2446,2446,0,147,128,27,27,f430,-208,27
2447,2447,0,147,128,27,27,f3df,-33,27
2448,2448,0,147,128,27,27,f3df,-33,27
2449,2449,0,147,128,27,27,f3df,-33,27
2450,2450,0,147,128,27,27,f3df,-33,27
2451,2451,0,147,128,27,27,f3df,-33,27
2452,2452,0,147,128,27,27,f3df,-33,27
2453,2453,0,147,128,27,27,f3df,-33,27
2454,2454,0,147,128,27,27,f3df,-33,27
2455,2455,0,147,128,27,27,f3df,-33,27
2456,2456,0,147,128,27,27,f3df,-33,27
2457,2457,0,147,128,27,27,f3df,-33,27
2458,2458,0,147,128,27,27,f3df,-33,27
2459,2459,0,147,128,27,27,f3df,-33,27
2460,2460,0,147,128,27,27,f3df,-33,27
2461,2461,0,147,128,27,27,f3df,-33,27
2462,2462,0,147,128,27,27,f3df,-33,27
2463,2463,0,147,128,27,27,f3df,-33,27
2464,2464,0,147,128,27,27,f3df,-33,27
2465,2465,0,147,128,27,27,f3df,-33,27
2466,2466,0,147,128,27,27,f3df,-33,27
2467,2467,0,147,128,27,27,f3a9,-87,27
2468,2468,0,147,128,27,27,f3a9,-87,27
2469,2469,0,147,128,27,27,f3a9,-87,27
2470,2470,0,147,128,27,27,f3a9,-87,27
2471,2471,0,147,128,27,27,f3a9,-87,27
2472,2472,0,147,128,27,27,f3a9,-87,27
2473,2473,0,147,128,27,27,f3a9,-87,27
2474,2474,0,147,128,27,27,f3a9,-87,27
2475,2475,0,147,128,27,27,f3a9,-87,27
2476,2476,0,147,128,27,27,f3a9,-87,27
2477,2477,0,147,128,27,27,f3a9,-87,27
2478,2478,0,147,128,27,27,f3a9,-87,27
2479,2479,0,147,128,27,27,f3a9,-87,27
2480,2480,0,147,128,27,27,f3a9,-87,27
2481,2481,0,147,128,27,27,f3a9,-87,27
2482,2482,0,147,128,27,27,f3a9,-87,27
2483,2483,0,147,128,27,27,f3a9,-87,27
2484,2484,0,147,128,27,27,f3a9,-87,27
2485,2485,0,147,128,27,27,f3a9,-87,27
2486,2486,0,147,128,27,27,f3a9,-87,27
2487,2487,0,147,128,27,27,f358,-168,27
2488,2488,0,147,128,27,27,f358,-168,27
2489,2489,0,147,128,27,27,f358,-168,27
2490,2490,0,147,128,27,27,f358,-168,27
2491,2491,0,147,128,27,27,f358,-168,27
2492,2492,0,147,128,27,27,f358,-168,27
2493,2493,0,147,128,27,27,f358,-168,27
2494,2494,0,147,128,27,27,f358,-168,27
2495,2495,0,147,128,27,27,f358,-168,27
2496,2496,0,147,128,27,27,f358,-168,27
2497,2497,0,147,128,27,27,f358,-168,27
2498,2498,0,147,128,27,27,f358,-168,27
2499,2499,0,147,128,27,27,f358,-168,27
2500,2500,0,147,128,27,27,f358,-168,27
2501,2501,0,147,128,27,27,f358,-168,27
2502,2502,0,147,128,27,27,f358,-168,27
2503,2503,0,147,128,27,27,f358,-168,27
2504,2504,0,147,128,27,27,f358,-168,27
2505,2505,0,147,128,27,27,f358,-168,27
2506,2506,0,147,128,27,27,f358,-168,27
2507,2507,0,147,128,27,27,f322,-222,27
2508,2508,0,147,128,27,27,f322,-222,27
2509,2509,0,147,128,27,27,f322,-222,27
2510,2510,0,147,128,27,27,f322,-222,27
2511,2511,0,147,128,27,27,f322,-222,27
2512,2512,0,147,128,27,27,f322,-222,27
2513,2513,0,147,128,27,27,f322,-222,27
2514,2514,0,147,128,27,27,f322,-222,27
2515,2515,0,147,128,27,27,f322,-222,27
2516,2516,0,147,128,27,27,f322,-222,27
2517,2517,0,147,128,27,27,f322,-222,27
2518,2518,0,147,128,27,27,f322,-222,27
2519,2519,0,147,128,27,27,f322,-222,27
2520,2520,0,147,128,27,27,f322,-222,27
2521,2521,0,147,128,27,27,f322,-222,27
2522,2522,0,147,128,27,27,f322,-222,27
2523,2523,0,147,128,27,27,f322,-222,27
2524,2524,0,147,128,27,27,f322,-222,27
2525,2525,0,147,128,27,27,f322,-222,27
2526,2526,0,147,128,27,27,f322,-222,27
2527,2527,0,147,128,27,27,f307,-249,27
2528,2528,0,153,128,27,27,f307,-249,27
2529,2529,0,153,128,27,27,f307,-249,27
2530,2530,0,153,128,27,27,f307,-249,27
2531,2531,0,153,128,27,27,f307,-249,27
2532,2532,0,153,128,27,27,f307,-249,27
2533,2533,0,153,128,27,27,f307,-249,27
2534,2534,0,153,128,27,27,f307,-249,27
2535,2535,0,153,128,27,27,f307,-249,27
2536,2536,0,153,128,27,27,f307,-249,27
2537,2537,0,153,128,27,27,f307,-249,27
2538,2538,0,153,128,27,27,f307,-249,27
2539,2539,0,153,128,27,27,f307,-249,27
2540,2540,0,153,128,27,27,f307,-249,27
2541,2541,0,153,128,27,27,f307,-249,27
2542,2542,0,153,128,27,27,f307,-249,27
2543,2543,0,153,128,27,27,f307,-249,27
2544,2544,0,153,128,27,27,f307,-249,27
2545,2545,0,153,128,27,27,f307,-249,27
2546,2546,0,153,128,27,27,f307,-249,27
2547,2547,0,153,128,27,27,f2ec,-20,27
2548,2548,0,153,128,27,27,f2ec,-20,27
2549,2549,0,153,128,27,27,f2ec,-20,27
2550,2550,0,153,128,27,27,f2ec,-20,27
2551,2551,0,153,128,27,27,f2ec,-20,27
2552,2552,0,153,128,27,27,f2ec,-20,27
2553,2553,0,153,128,27,27,f2ec,-20,27
2554,2554,0,153,128,27,27,f2ec,-20,27
2555,2555,0,153,128,27,27,f2ec,-20,27
2556,2556,0,153,128,27,27,f2ec,-20,27
2557,2557,0,153,128,27,27,f2ec,-20,27
2558,2558,0,153,128,27,27,f2ec,-20,27
2559,2559,0,153,128,27,27,f2ec,-20,27
2560,2560,0,153,128,27,27,f2ec,-20,27
2561,2561,0,153,128,27,27,f2ec,-20,27
2562,2562,0,153,128,27,27,f2ec,-20,27
2563,2563,0,153,128,27,27,f2ec,-20,27
2564,2564,0,153,128,27,27,f2ec,-20,27
2565,2565,0,153,128,27,27,f2ec,-20,27
2566,2566,0,153,128,27,27,f2ec,-20,27
2567,2567,0,153,128,27,27,f2d1,-47,27
2568,2568,0,153,128,27,27,f2d1,-47,27
2569,2569,0,153,128,27,27,f2d1,-47,27
2570,2570,0,153,128,27,27,f2d1,-47,27
2571,2571,0,153,128,27,27,f2d1,-47,27
2572,2572,0,153,128,27,27,f2d1,-47,27
2573,2573,0,153,128,27,27,f2d1,-47,27
2574,2574,0,153,128,27,27,f2d1,-47,27
2575,2575,0,153,128,27,27,f2d1,-47,27
2576,2576,0,153,128,27,27,f2d1,-47,27
2577,2577,0,153,128,27,27,f2d1,-47,27
2578,2578,0,153,128,27,27,f2d1,-47,27
2579,2579,0,153,128,27,27,f2d1,-47,27
2580,2580,0,153,128,27,27,f2d1,-47,27
2581,2581,0,153,128,27,27,f2d1,-47,27
2582,2582,0,153,128,27,27,f2d1,-47,27
2583,2583,0,153,128,27,27,f2d1,-47,27
2584,2584,0,153,128,27,27,f2d1,-47,27
2585,2585,0,153,128,27,27,f2d1,-47,27
2586,2586,0,153,128,27,27,f2d1,-47,27
2587,2587,0,153,128,27,27,f2b6,-74,27
2588,2588,0,153,128,27,27,f2b6,-74,27
2589,2589,0,153,128,27,27,f2b6,-74,27
2590,2590,0,153,128,27,27,f2b6,-74,27
2591,2591,0,153,128,27,27,f2b6,-74,27
2592,2592,0,153,128,27,27,f2b6,-74,27
2593,2593,0,153,128,27,27,f2b6,-74,27
2594,2594,0,153,128,27,27,f2b6,-74,27
2595,2595,0,153,128,27,27,f2b6,-74,27
2596,2596,0,153,128,27,27,f2b6,-74,27
2597,2597,0,153,128,27,27,f2b6,-74,27
2598,2598,0,153,128,27,27,f2b6,-74,27
2599,2599,0,153,128,27,27,f2b6,-74,27
2600,2600,0,153,128,27,27,f2b6,-74,27
2601,2601,0,153,128,27,27,f2b6,-74,27
2602,2602,0,153,128,27,27,f2b6,-74,27
2603,2603,0,153,128,27,27,f2b6,-74,27
2604,2604,0,153,128,27,27,f2b6,-74,27
2605,2605,0,153,128,27,27,f2b6,-74,27
2606,2606,0,153,128,27,27,f2b6,-74,27
2607,2607,0,153,128,27,27,f2b6,-74,27
2608,2608,0,153,128,27,27,f2b6,-74,27
2609,2609,0,153,128,27,27,f2b6,-74,27
2610,2610,0,153,128,27,27,f2b6,-74,27
2611,2611,0,153,128,27,27,f2b6,-74,27
2612,2612,0,153,128,27,27,f2b6,-74,27
2613,2613,0,153,128,27,27,f2b6,-74,27
2614,2614,0,153,128,27,27,f2b6,-74,27
2615,2615,0,153,128,27,27,f2b6,-74,27
2616,2616,0,153,128,27,27,f2b6,-74,27
2617,2617,0,153,128,27,27,f2b6,-74,27
2618,2618,0,153,128,27,27,f2b6,-74,27
2619,2619,0,153,128,27,27,f2b6,-74,27
2620,2620,0,153,128,27,27,f2b6,-74,27
2621,2621,0,153,128,27,27,f2b6,-74,27
2622,2622,0,153,128,27,27,f2b6,-74,27
2623,2623,0,153,128,27,27,f2b6,-74,27
2624,2624,0,153,128,27,27,f2b6,-74,27
2625,2625,0,153,128,27,27,f2b6,-74,27
2626,2626,0,153,128,27,27,f2b6,-74,27
2627,2627,0,153,128,27,27,f2b6,-74,27
2628,2628,0,157,128,27,27,f2b6,-74,27
2629,2629,0,157,128,27,27,f2b6,-74,27
2630,2630,0,157,128,27,27,f2b6,-74,27
2631,2631,0,157,128,27,27,f2b6,-74,27
2632,2632,0,157,128,27,27,f2b6,-74,27
2633,2633,0,157,128,27,27,f2b6,-74,27
2634,2634,0,157,128,27,27,f2b6,-74,27
2635,2635,0,157,128,27,27,f2b6,-74,27
2636,2636,0,157,128,27,27,f2b6,-74,27
2637,2637,0,157,128,27,27,f2b6,-74,27
2638,2638,0,157,128,27,27,f2b6,-74,27
2639,2639,0,157,128,27,27,f2b6,-74,27
2640,2640,0,157,128,27,27,f2b6,-74,27
2641,2641,0,157,128,27,27,f2b6,-74,27
2642,2642,0,157,128,27,27,f2b6,-74,27
2643,2643,0,157,128,27,27,f2b6,-74,27
2644,2644,0,157,128,27,27,f2b6,-74,27
2645,2645,0,157,128,27,27,f2b6,-74,27
2646,2646,0,157,128,27,27,f2b6,-74,27
2647,2647,0,157,128,27,27,f2b6,-74,27
2648,2648,0,157,128,27,27,f2b6,-74,27
2649,2649,0,157,128,27,27,f2b6,-74,27
2650,2650,0,157,128,27,27,f2b6,-74,27
2651,2651,0,157,128,27,27,f2b6,-74,27
2652,2652,0,157,128,27,27,f2b6,-74,27
2653,2653,0,157,128,27,27,f2b6,-74,27
2654,2654,0,157,128,27,27,f2b6,-74,27
2655,2655,0,157,128,27,27,f2b6,-74,27
2656,2656,0,157,128,27,27,f2b6,-74,27
2657,2657,0,157,128,27,27,f2b6,-74,27
2658,2658,0,157,128,27,27,f2b6,-74,27
2659,2659,0,157,128,27,27,f2b6,-74,27
2660,2660,0,157,128,27,27,f2b6,-74,27
2661,2661,0,157,128,27,27,f2b6,-74,27
2662,2662,0,157,128,27,27,f2b6,-74,27
2663,2663,0,157,128,27,27,f2b6,-74,27
2664,2664,0,157,128,27,27,f2b6,-74,27
2665,2665,0,157,128,27,27,f2b6,-74,27
2666,2666,0,157,128,27,27,f2b6,-74,27
2667,2667,0,157,128,27,27,f2d1,-47,27
2668,2668,0,157,128,27,27,f2d1,-47,27
2669,2669,0,157,128,27,27,f2d1,-47,27
2670,2670,0,157,128,27,27,f2d1,-47,27
2671,2671,0,157,128,27,27,f2d1,-47,27
2672,2672,0,157,128,27,27,f2d1,-47,27
2673,2673,0,157,128,27,27,f2d1,-47,27
2674,2674,0,157,128,27,27,f2d1,-47,27
2675,2675,0,157,128,27,27,f2d1,-47,27
2676,2676,0,157,128,27,27,f2d1,-47,27
2677,2677,0,157,128,27,27,f2d1,-47,27
2678,2678,0,157,128,27,27,f2d1,-47,27
2679,2679,0,157,128,27,27,f2d1,-47,27
2680,2680,0,157,128,27,27,f2d1,-47,27
2681,2681,0,157,128,27,27,f2d1,-47,27
2682,2682,0,157,128,27,27,f2d1,-47,27
2683,2683,0,157,128,27,27,f2d1,-47,27
2684,2684,0,157,128,27,27,f2d1,-47,27
2685,2685,0,157,128,27,27,f2d1,-47,27
2686,2686,0,157,128,27,27,f2d1,-47,27
2687,2687,0,157,128,27,27,f2ec,-20,27
2688,2688,0,157,128,27,27,f2ec,-20,27
2689,2689,0,157,128,27,27,f2ec,-20,27
2690,2690,0,157,128,27,27,f2ec,-20,27
2691,2691,0,157,128,27,27,f2ec,-20,27
2692,2692,0,157,128,27,27,f2ec,-20,27
2693,2693,0,157,128,27,27,f2ec,-20,27
2694,2694,0,157,128,27,27,f2ec,-20,27
2695,2695,0,157,128,27,27,f2ec,-20,27
2696,2696,0,157,128,27,27,f2ec,-20,27
2697,2697,0,157,128,27,27,f2ec,-20,27
2698,2698,0,157,128,27,27,f2ec,-20,27
2699,2699,0,157,128,27,27,f2ec,-20,27
2700,2700,0,157,128,27,27,f2ec,-20,27
2701,2701,0,157,128,27,27,f2ec,-20,27
2702,2702,0,157,128,27,27,f2ec,-20,27
2703,2703,0,157,128,27,27,f2ec,-20,27
2704,2704,0,157,128,27,27,f2ec,-20,27
2705,2705,0,157,128,27,27,f2ec,-20,27
2706,2706,0,157,128,27,27,f2ec,-20,27
2707,2707,0,157,128,27,27,f307,-249,27
2708,2708,0,157,128,27,27,f307,-249,27
2709,2709,0,157,128,27,27,f307,-249,27
2710,2710,0,157,128,27,27,f307,-249,27
2711,2711,0,157,128,27,27,f307,-249,27
2712,2712,0,157,128,27,27,f307,-249,27
2713,2713,0,157,128,27,27,f307,-249,27
2714,2714,0,157,128,27,27,f307,-249,27
2715,2715,0,157,128,27,27,f307,-249,27
2716,2716,0,157,128,27,27,f307,-249,27
2717,2717,0,157,128,27,27,f307,-249,27
2718,2718,0,157,128,27,27,f307,-249,27
2719,2719,0,157,128,27,27,f307,-249,27
2720,2720,0,157,128,27,27,f307,-249,27
2721,2721,0,157,128,27,27,f307,-249,27
2722,2722,0,157,128,27,27,f307,-249,27
2723,2723,0,157,128,27,27,f307,-249,27
2724,2724,0,157,128,27,27,f307,-249,27
2725,2725,0,157,128,27,27,f307,-249,27
2726,2726,0,157,128,27,27,f307,-249,27
2727,2727,0,157,128,27,27,f33d,-195,27
2728,2728,0,160,128,27,27,f33d,-195,27
2729,2729,0,160,128,27,27,f33d,-195,27
2730,2730,0,160,128,27,27,f33d,-195,27
2731,2731,0,160,128,27,27,f33d,-195,27
2732,2732,0,160,128,27,27,f33d,-195,27
2733,2733,0,160,128,27,27,f33d,-195,27
2734,2734,0,160,128,27,27,f33d,-195,27
2735,2735,0,160,128,27,27,f33d,-195,27
2736,2736,0,160,128,27,27,f33d,-195,27
2737,2737,0,160,128,27,27,f33d,-195,27
2738,2738,0,160,128,27,27,f33d,-195,27
2739,2739,0,160,128,27,27,f33d,-195,27
2740,2740,0,160,128,27,27,f33d,-195,27
2741,2741,0,160,128,27,27,f33d,-195,27
2742,2742,0,160,128,27,27,f33d,-195,27
2743,2743,0,160,128,27,27,f33d,-195,27
2744,2744,0,160,128,27,27,f33d,-195,27
2745,2745,0,160,128,27,27,f33d,-195,27
2746,2746,0,160,128,27,27,f33d,-195,27
2747,2747,0,160,128,27,27,f373,-141,27
2748,2748,0,160,128,27,27,f373,-141,27
2749,2749,0,160,128,27,27,f373,-141,27
2750,2750,0,160,128,27,27,f373,-141,27
2751,2751,0,160,128,27,27,f373,-141,27
2752,2752,0,160,128,27,27,f373,-141,27
2753,2753,0,160,128,27,27,f373,-141,27
2754,2754,0,160,128,27,27,f373,-141,27
2755,2755,0,160,128,27,27,f373,-141,27
2756,2756,0,160,128,27,27,f373,-141,27
2757,2757,0,160,128,27,27,f373,-141,27
2758,2758,0,160,128,27,27,f373,-141,27
2759,2759,0,160,128,27,27,f373,-141,27
2760,2760,0,160,128,27,27,f373,-141,27
2761,2761,0,160,128,27,27,f373,-141,27
2762,2762,0,160,128,27,27,f373,-141,27
2763,2763,0,160,128,27,27,f373,-141,27
2764,2764,0,160,128,27,27,f373,-141,27
2765,2765,0,160,128,27,27,f373,-141,27
2766,2766,0,160,128,27,27,f373,-141,27
2767,2767,0,160,128,27,27,f3a9,-87,27
2768,2768,0,160,128,27,27,f3a9,-87,27
2769,2769,0,160,128,27,27,f3a9,-87,27
2770,2770,0,160,128,27,27,f3a9,-87,27
2771,2771,0,160,128,27,27,f3a9,-87,27
2772,2772,0,160,128,27,27,f3a9,-87,27
2773,2773,0,160,128,27,27,f3a9,-87,27
2774,2774,0,160,128,27,27,f3a9,-87,27
2775,2775,0,160,128,27,27,f3a9,-87,27
2776,2776,0,160,128,27,27,f3a9,-87,27
2777,2777,0,160,128,27,27,f3a9,-87,27
2778,2778,0,160,128,27,27,f3a9,-87,27
2779,2779,0,160,128,27,27,f3a9,-87,27
2780,2780,0,160,128,27,27,f3a9,-87,27
2781,2781,0,160,128,27,27,f3a9,-87,27
2782,2782,0,160,128,27,27,f3a9,-87,27
2783,2783,0,160,128,27,27,f3a9,-87,27
2784,2784,0,160,128,27,27,f3a9,-87,27
2785,2785,0,160,128,27,27,f3a9,-87,27
2786,2786,0,160,128,27,27,f3a9,-87,27
2787,2787,0,160,128,27,27,f3df,-33,27
2788,2788,0,160,128,27,27,f3df,-33,27
2789,2789,0,160,128,27,27,f3df,-33,27
2790,2790,0,160,128,27,27,f3df,-33,27
2791,2791,0,160,128,27,27,f3df,-33,27
2792,2792,0,160,128,27,27,f3df,-33,27
2793,2793,0,160,128,27,27,f3df,-33,27
2794,2794,0,160,128,27,27,f3df,-33,27
2795,2795,0,160,128,27,27,f3df,-33,27
2796,2796,0,160,128,27,27,f3df,-33,27
2797,2797,0,160,128,27,27,f3df,-33,27
2798,2798,0,160,128,27,27,f3df,-33,27
2799,2799,0,160,128,27,27,f3df,-33,27
2800,2800,0,160,128,27,27,f3df,-33,27
2801,2801,0,160,128,27,27,f3df,-33,27
2802,2802,0,160,128,27,27,f3df,-33,27
2803,2803,0,160,128,27,27,f3df,-33,27
2804,2804,0,160,128,27,27,f3df,-33,27
2805,2805,0,160,128,27,27,f3df,-33,27
2806,2806,0,160,128,27,27,f3df,-33,27
2807,2807,0,160,128,27,27,f430,-208,27
2808,2808,0,160,128,27,27,f430,-208,27
2809,2809,0,160,128,27,27,f430,-208,27
2810,2810,0,160,128,27,27,f430,-208,27
2811,2811,0,160,128,27,27,f430,-208,27
2812,2812,0,160,128,27,27,f430,-208,27
2813,2813,0,160,128,27,27,f430,-208,27
2814,2814,0,160,128,27,27,f430,-208,27
2815,2815,0,160,128,27,27,f430,-208,27
2816,2816,0,160,128,27,27,f430,-208,27
2817,2817,0,160,128,27,27,f430,-208,27
2818,2818,0,160,128,27,27,f430,-208,27
2819,2819,0,160,128,27,27,f430,-208,27
2820,2820,0,160,128,27,27,f430,-208,27
2821,2821,0,160,128,27,27,f430,-208,27
2822,2822,0,160,128,27,27,f430,-208,27
2823,2823,0,160,128,27,27,f430,-208,27
2824,2824,0,160,128,27,27,f430,-208,27
2825,2825,0,160,128,27,27,f430,-208,27
2826,2826,0,160,128,27,27,f430,-208,27
2827,2827,0,160,128,27,27,f4b7,-73,27
2828,2828,0,162,128,27,27,f4b7,-73,27
2829,2829,0,162,128,27,27,f4b7,-73,27
2830,2830,0,162,128,27,27,f4b7,-73,27
2831,2831,0,162,128,27,27,f4b7,-73,27
2832,2832,0,162,128,27,27,f4b7,-73,27
2833,2833,0,162,128,27,27,f4b7,-73,27
2834,2834,0,162,128,27,27,f4b7,-73,27
2835,2835,0,162,128,27,27,f4b7,-73,27
2836,2836,0,162,128,27,27,f4b7,-73,27
2837,2837,0,162,128,27,27,f4b7,-73,27
2838,2838,0,162,128,27,27,f4b7,-73,27
